# id seg1 seg2 log10Jsquare_ave log10Jsquare_std J_Sti
6505 489 682 -5.75611e+00 5.15890e-01 6.556250871e-10
6506 490 700 -6.33348e+00 2.45101e-01 3.287722861e-11
6507 490 711 -7.81529e+00 1.00555e+00 1.033018816e-11
6508 490 713 -5.94865e+00 1.53200e+00 5.828643505e-13
6509 490 738 -5.10240e+00 1.31113e+00 2.450006447e-07
6510 490 749 -1.01193e+01 6.88622e-01 4.518129008e-18
6511 490 778 -9.08610e+00 5.80834e-01 1.956991482e-18
6512 490 844 -3.09178e+00 4.91245e-01 1.958368676e-08
6513 490 919 -6.43738e+00 9.28231e-01 4.978859594e-12
6514 490 925 -7.20197e+00 1.60000e-01 1.291821443e-14
6515 491 667 -5.27539e+00 4.44950e-01 7.431487933e-11
6516 491 696 -4.88830e+00 4.38420e-01 2.075695415e-11
6517 491 806 -5.86816e+00 4.48472e-01 1.186690098e-09
6518 491 813 -6.04841e+00 1.12961e+00 5.221578844e-10
6519 491 827 -6.36592e+00 1.12259e+00 2.279305781e-12
6520 491 864 -4.62892e+00 3.11542e-01 4.299289940e-08
6521 491 921 -5.84833e+00 2.93545e-01 1.125010377e-14
6522 491 995 -3.54828e+00 1.05270e-01 7.261352202e-12
6523 492 532 -6.28470e+00 2.00324e-01 3.966363140e-11
6524 492 638 -7.47129e+00 1.36103e+00 9.888232648e-11
6525 492 713 -6.22171e+00 4.60207e-01 1.576015163e-10
6526 492 755 -3.37330e+00 1.36510e-01 7.360983853e-10
6527 492 810 -9.46396e+00 1.10665e+00 1.146129437e-17
6528 492 828 -8.64959e+00 1.02398e+00 1.991144847e-13
6529 492 851 -3.79879e+00 5.28807e-01 3.211854577e-08
6530 492 889 -8.36176e+00 2.33849e-01 1.529496521e-17
6531 492 925 -4.58009e+00 2.94605e-01 3.040622425e-07
6532 492 934 -7.13928e+00 1.13271e+00 1.502898142e-12
6533 492 943 -7.02702e+00 4.20013e-01 5.563767868e-16
6534 493 696 -9.70407e+00 1.16222e+00 2.096132264e-18
6535 493 771 -1.03097e+01 1.09769e+00 0.000000000e+00
6536 493 789 -4.02149e+00 3.51402e-01 2.328746063e-09
6537 493 821 -4.43714e+00 9.53647e-01 7.473807790e-09
6538 493 910 -6.89561e+00 7.99420e-02 2.355603431e-13
6539 493 930 -4.76495e+00 5.92390e-01 6.650524262e-10
6540 493 935 -8.52614e+00 9.64234e-01 0.000000000e+00
6541 493 952 -9.11755e+00 5.10319e-01 0.000000000e+00
6542 493 986 -8.63542e+00 3.15167e-01 7.019215742e-16
6543 494 531 -5.77736e+00 1.14098e+00 1.455339895e-09
6544 494 545 -7.19075e+00 1.53684e-01 3.006369206e-15
6545 494 556 -7.08006e+00 9.30734e-01 1.603530105e-11
6546 494 622 -6.81874e+00 1.10686e+00 1.932841578e-08
6547 494 723 -5.30499e+00 6.89570e-01 1.534068246e-06
6548 494 784 -4.79341e+00 2.75425e-01 6.303915525e-10
6549 494 989 -5.93401e+00 2.84608e-01 3.220707254e-11
6550 494 993 -9.15405e+00 3.59046e-01 6.512068574e-17
6551 495 591 -5.02601e+00 4.06507e-01 0.000000000e+00
6552 495 602 -3.97863e+00 2.40400e-01 0.000000000e+00
6553 495 717 -4.71375e+00 9.72299e-02 0.000000000e+00
6554 495 750 -5.40046e+00 3.09880e-01 7.520617908e-16
6555 495 837 -7.44913e+00 3.37799e-01 3.355111394e-18
6556 495 847 -5.05736e+00 1.37179e+00 4.475892828e-11
6557 495 866 -6.72004e+00 1.88725e-01 3.631427162e-15
6558 495 952 -7.22531e+00 5.14168e-01 0.000000000e+00
6559 496 544 -9.05560e+00 2.10140e-01 1.837175831e-18
6560 496 572 -3.66953e+00 1.31054e-01 3.004627167e-09
6561 496 883 -8.64360e+00 1.44882e+00 6.496658189e-18
6562 496 903 -4.82260e+00 8.00189e-01 1.138658411e-09
6563 496 945 -2.78132e+00 1.67343e-01 3.061140840e-12
6564 496 987 -8.51695e+00 2.19066e-01 1.439099634e-14
6565 497 533 -8.18550e+00 2.71854e-01 2.266196861e-16
6566 497 542 -5.77958e+00 9.11855e-01 9.304905533e-12
6567 497 557 -7.43485e+00 1.54664e+00 1.909810791e-08
6568 497 589 -9.62903e+00 8.61421e-01 9.484544010e-17
6569 497 721 -5.36820e+00 5.98475e-01 1.094497747e-11
6570 497 727 -3.20821e+00 2.58797e-01 7.242207539e-10
6571 497 758 -8.50220e+00 6.82862e-01 1.659261311e-16
6572 497 815 -7.89646e+00 4.23699e-01 4.547412758e-14
6573 497 874 -9.46832e+00 1.74858e-01 0.000000000e+00
6574 498 511 -3.39034e+00 2.37373e-01 7.837184864e-09
6575 498 573 -4.45305e+00 4.28048e-01 1.809904086e-07
6576 498 586 -5.27047e+00 1.95088e-01 1.293149482e-07
6577 498 600 -6.37564e+00 4.07061e-01 6.872814322e-10
6578 498 642 -5.05430e+00 1.54293e-01 1.486539636e-09
6579 498 707 -5.82139e+00 1.65032e-01 1.073822149e-13
6580 498 751 -7.02793e+00 5.73245e-01 1.024942209e-14
6581 498 805 -4.06882e+00 1.81995e-01 1.390597260e-09
6582 498 904 -4.01823e+00 5.68100e-01 1.245863534e-08
6583 498 949 -6.11834e+00 3.95858e-01 7.596505460e-13
6584 499 583 -7.41042e+00 2.44345e-01 6.347398598e-17
6585 499 618 -6.35080e+00 1.09218e+00 1.184453895e-08
6586 499 664 -6.20068e+00 3.15726e-01 5.803021186e-11
6587 499 716 -6.02148e+00 1.31513e-01 4.940239652e-16
6588 499 794 -7.65390e+00 1.04713e+00 1.504975331e-13
6589 499 815 -6.13876e+00 1.96271e-01 0.000000000e+00
6590 499 820 -3.76644e+00 5.83455e-01 2.382823217e-10
6591 499 909 -5.44681e+00 2.42165e-01 1.672372836e-11
6592 499 953 -1.08345e+01 5.92676e-01 4.520612140e-18
6593 500 551 -7.41058e+00 4.02475e-01 3.131026709e-17
6594 500 578 -7.01022e+00 5.76359e-01 7.264043327e-18
6595 500 592 -6.58455e+00 1.71688e-01 1.143076226e-17
6596 500 594 -4.78145e+00 3.17554e-01 1.491610908e-12
6597 500 614 -1.01632e+01 8.37009e-01 1.312721901e-18
6598 500 791 -8.24474e+00 5.34429e-01 8.287253550e-18
6599 500 809 -7.73155e+00 6.22901e-01 8.920204262e-16
6600 500 822 -5.47671e+00 5.02122e-01 1.513134294e-12
6601 501 518 -5.58037e+00 2.26615e-01 1.343503262e-10
6602 501 521 -5.38220e+00 1.43781e+00 5.045685814e-09
6603 501 532 -5.87698e+00 3.67951e-01 1.123238377e-14
6604 501 562 -8.28374e+00 8.10235e-01 6.886601481e-13
6605 501 680 -6.22278e+00 1.14308e+00 8.746884691e-09
6606 501 810 -7.87212e+00 7.72935e-01 3.375439199e-18
6607 501 828 -5.24304e+00 7.36396e-01 3.906864521e-10
6608 501 840 -4.38943e+00 2.59424e-01 5.725368607e-08
6609 501 902 -8.05244e+00 3.36487e-01 1.655741222e-14
6610 501 943 -8.39849e+00 2.20510e-01 7.562881651e-13
6611 501 982 -6.10870e+00 3.92319e-01 1.590104465e-10
6612 502 595 -7.73199e+00 1.50759e-01 8.895239041e-17
6613 502 599 -6.48485e+00 3.38109e-01 1.488493195e-12
6614 502 629 -4.06715e+00 1.64437e-01 2.306184584e-09
6615 502 660 -7.34058e+00 2.30402e-01 1.070449186e-14
6616 502 692 -7.36762e+00 5.94243e-01 1.105393485e-12
6617 502 712 -1.08582e+01 7.79424e-01 9.609632964e-19
6618 502 777 -6.07067e+00 3.00835e-01 2.945345787e-13
6619 502 797 -8.15178e+00 6.70487e-01 2.609327681e-15
6620 502 822 -6.81759e+00 6.24186e-01 1.016011486e-13
6621 502 852 -1.09264e+01 1.25396e+00 3.333818686e-18
6622 502 862 -4.81817e+00 7.21782e-01 3.344163124e-08
6623 502 933 -5.51122e+00 2.23521e-01 5.892081104e-13
6624 502 962 -7.72464e+00 6.92589e-01 3.655170325e-14
6625 502 997 -8.28899e+00 2.36470e-01 2.281055369e-16
6626 503 526 -8.24913e+00 1.39481e+00 7.238731309e-14
6627 503 628 -8.80842e+00 1.26990e-01 7.084278159e-16
6628 503 676 -5.32704e+00 4.31041e-01 9.175749304e-12
6629 503 754 -8.68119e+00 4.95264e-01 1.459886600e-15
6630 503 768 -5.38901e+00 7.46749e-01 1.885183225e-07
6631 503 801 -2.74683e+00 7.87185e-02 5.789838451e-11
6632 503 916 -6.70764e+00 7.19340e-01 4.832297283e-12
6633 503 990 -7.29450e+00 1.60916e+00 1.724857850e-09
6634 504 527 -4.61632e+00 2.96774e-01 2.622911244e-09
6635 504 566 -7.63927e+00 5.60032e-01 1.645533999e-14
6636 504 577 -6.26926e+00 4.03164e-01 4.123160335e-14
6637 504 581 -4.82988e+00 2.87507e-01 4.192189760e-10
6638 504 596 -6.09450e+00 1.82986e-01 2.123716876e-12
6639 504 795 -5.77980e+00 4.59422e-01 1.583211165e-09
6640 504 807 -7.75224e+00 1.68015e-01 4.892946909e-19
6641 504 829 -8.70957e+00 1.44133e+00 3.898202583e-18
6642 504 844 -8.02028e+00 3.67945e-01 3.630948970e-15
6643 504 886 -3.70226e+00 1.80414e-01 1.613479539e-08
6644 504 893 -3.85168e+00 3.77388e-01 4.556353369e-08
6645 505 595 -5.87128e+00 3.94397e-01 5.288544044e-11
6646 505 636 -3.53289e+00 5.99075e-01 2.907664787e-05
6647 505 660 -9.31890e+00 5.05416e-01 2.821300564e-18
6648 505 672 -6.18786e+00 4.03494e-01 1.238801251e-11
6649 505 802 -6.84402e+00 2.82774e-01 5.671980668e-11
6650 505 804 -6.97515e+00 4.14196e-01 1.725624798e-13
6651 505 869 -5.08207e+00 7.65320e-01 7.465605717e-10
6652 505 887 -6.15092e+00 3.82767e-01 1.625272087e-11
6653 505 968 -9.54947e+00 1.97977e-01 3.633323840e-18
6654 505 980 -6.75213e+00 1.50266e+00 1.036034661e-05
6655 506 520 -6.60660e+00 6.25087e-01 2.702745220e-12
6656 506 563 -1.11969e+01 1.00218e+00 1.031223440e-18
6657 506 577 -5.40219e+00 7.30923e-01 1.659535009e-09
6658 506 635 -5.14461e+00 4.03020e-01 4.721657073e-08
6659 506 724 -7.62937e+00 7.65988e-01 4.048656534e-14
6660 506 782 -5.33096e+00 6.16744e-01 3.461396917e-11
6661 506 819 -9.54848e+00 3.57878e-01 4.083015076e-18
6662 506 906 -5.68195e+00 1.67447e-01 5.364929931e-12
6663 506 989 -1.21566e+01 2.94218e-01 1.009735615e-18
6664 507 607 -4.85677e+00 1.73298e-01 1.904860426e-12
6665 507 635 -6.55374e+00 5.99504e-01 2.243540113e-14
6666 507 724 -7.09210e+00 3.12873e-01 5.218058115e-19
6667 507 788 -6.19216e+00 2.83871e-01 5.963371465e-15
6668 507 903 -7.77696e+00 7.92557e-01 5.758778145e-18
6669 507 963 -4.35920e+00 3.34277e-01 8.615780874e-12
6670 507 989 -4.93628e+00 3.13705e-01 3.485307556e-15
6671 508 520 -7.08914e+00 5.33042e-01 2.062910944e-15
6672 508 625 -7.92853e+00 1.45883e+00 1.043951174e-14
6673 508 630 -4.11090e+00 1.91485e-01 6.415222896e-11
6674 508 678 -5.33030e+00 5.66912e-01 7.490081324e-13
6675 508 793 -4.30445e+00 6.69901e-01 1.413799064e-09
6676 508 857 -4.54500e+00 3.58980e-01 5.025711566e-12
6677 508 880 -7.23508e+00 1.64980e+00 1.561314220e-13
6678 508 939 -9.09092e+00 8.02698e-01 3.575408034e-16
6679 508 956 -9.07166e+00 6.49037e-01 4.227848875e-18
6680 509 517 -6.88564e+00 2.31896e-01 4.672512395e-11
6681 509 535 -4.32848e+00 6.35211e-01 6.667514312e-07
6682 509 560 -6.05560e+00 8.68945e-01 5.173994871e-09
6683 509 570 -8.47079e+00 1.68151e-01 6.668983275e-18
6684 509 571 -7.18340e+00 2.78104e-01 6.335549789e-16
6685 509 632 -6.84700e+00 9.75322e-01 1.205130340e-05
6686 509 698 -6.97408e+00 3.91737e-01 9.237993688e-10
6687 509 846 -6.47434e+00 1.02492e+00 8.460466386e-11
6688 509 954 -4.68765e+00 1.30827e-01 3.804106010e-11
6689 510 679 -1.00893e+01 8.60353e-01 3.544658206e-18
6690 510 714 -3.86525e+00 2.13743e-01 8.730564187e-09
6691 510 780 -6.30762e+00 6.32152e-01 5.632505341e-10
6692 510 785 -9.04920e+00 7.72134e-01 8.407392584e-17
6693 510 947 -7.57512e+00 3.12449e-01 8.527277623e-12
6694 511 573 -5.33031e+00 2.03580e-01 6.646111066e-10
6695 511 586 -5.64050e+00 1.65887e-01 3.182535389e-09
6696 511 594 -7.07070e+00 5.91948e-01 9.263299241e-12
6697 511 600 -8.13393e+00 3.54165e-01 5.516878664e-14
6698 511 614 -8.42883e+00 2.16089e-01 4.511726578e-13
6699 511 751 -5.09120e+00 1.17493e+00 4.108226273e-11
6700 511 826 -4.10947e+00 4.33154e-01 1.378935973e-06
6701 511 860 -7.07229e+00 1.90696e-01 6.577775798e-14
6702 511 904 -3.25994e+00 4.35780e-01 2.333085542e-08
6703 511 927 -5.60982e+00 1.44235e-01 3.831289722e-10
6704 511 973 -9.66401e+00 8.97010e-01 1.153239980e-15
6705 512 547 -4.93507e+00 5.22050e-01 4.095896396e-07
6706 512 585 -7.77399e+00 1.00719e-01 3.903598553e-11
6707 512 770 -8.26575e+00 9.08184e-01 1.653540426e-09
6708 512 875 -5.07821e+00 1.21162e-01 1.594610172e-09
6709 512 931 -3.86856e+00 1.49697e-01 3.286851209e-08
6710 512 988 -4.17722e+00 1.02158e-01 6.646535846e-06
6711 513 662 -2.93784e+00 1.59637e-01 1.183817306e-10
6712 513 667 -7.34538e+00 7.02290e-01 2.751265136e-17
6713 513 718 -3.06051e+00 6.69952e-01 4.088604853e-09
6714 513 793 -4.96510e+00 1.85139e-01 3.433293951e-12
6715 513 936 -7.72714e+00 2.09398e-01 1.682920216e-17
6716 513 959 -5.25953e+00 1.22424e+00 7.686559191e-09
6717 513 983 -8.58123e+00 8.91287e-01 9.066815037e-17
6718 514 539 -5.15084e+00 4.84730e-01 3.976536334e-12
6719 514 617 -4.14664e+00 2.48671e-01 2.929866797e-08
6720 514 694 -9.80420e+00 5.04749e-01 6.842378513e-20
6721 514 794 -5.79502e+00 7.61430e-01 2.202015387e-10
6722 514 965 -5.40444e+00 4.05176e-01 5.128324152e-13
6723 514 996 -4.80962e+00 4.15246e-01 1.421389873e-12
6724 515 704 -7.31280e+00 2.78483e-01 3.602968728e-16
6725 515 756 -6.25832e+00 5.88780e-01 1.404124572e-10
6726 515 772 -5.22589e+00 3.06012e-01 3.847767674e-12
6727 515 817 -4.25979e+00 1.66860e-01 4.814344225e-07
6728 515 948 -5.85165e+00 1.43544e-01 5.973052233e-15
6729 516 518 -3.69416e+00 3.34834e-01 1.850496797e-11
6730 516 529 -7.27483e+00 1.34286e+00 0.000000000e+00
6731 516 608 -1.24249e+01 5.40428e-01 1.659010227e-18
6732 516 652 -4.67519e+00 5.02860e-01 1.415446055e-11
6733 516 828 -6.53589e+00 6.02590e-01 4.831826811e-12
6734 516 882 -5.81915e+00 3.25579e-01 0.000000000e+00
6735 516 964 -6.55837e+00 7.05328e-01 5.304391170e-12
6736 517 560 -8.11923e+00 4.61271e-01 2.058528791e-11
6737 517 579 -6.40269e+00 2.67129e-01 1.078012723e-08
6738 517 632 -8.92277e+00 5.46251e-01 8.448842100e-13
6739 517 698 -3.61589e+00 2.10870e-01 3.796738431e-08
6740 517 739 -5.24259e+00 5.62626e-01 1.814148319e-09
6741 517 759 -2.97880e+00 4.35997e-01 1.310200429e-08
6742 517 920 -7.33960e+00 1.00727e+00 4.371332179e-12
6743 518 532 -5.96487e+00 1.31633e+00 1.389403747e-12
6744 518 562 -3.99273e+00 1.48478e+00 1.770938083e-06
6745 518 652 -7.11917e+00 1.26159e+00 1.745424095e-13
6746 518 882 -8.47827e+00 4.36328e-01 0.000000000e+00
6747 518 921 -8.65459e+00 2.12759e-01 0.000000000e+00
6748 518 964 -8.14685e+00 2.84402e-01 1.279734570e-15
6749 518 998 -7.71277e+00 2.78276e-01 2.764510705e-18
6750 519 549 -8.76825e+00 1.07302e+00 1.574752165e-16
6751 519 550 -4.59063e+00 9.98168e-02 1.320597229e-08
6752 519 634 -9.07590e+00 7.73806e-01 9.611498986e-17
6753 519 640 -1.12733e+01 5.50123e-01 0.000000000e+00
6754 519 741 -3.98289e+00 4.35832e-01 0.000000000e+00
6755 519 796 -7.03435e+00 9.31108e-01 0.000000000e+00
6756 519 876 -7.00649e+00 1.68918e-01 0.000000000e+00
6757 520 564 -1.08590e+01 4.46906e-01 1.014379772e-18
6758 520 577 -5.10333e+00 3.80368e-01 1.223594928e-12
6759 520 630 -5.95047e+00 1.15820e+00 6.763868702e-11
6760 520 635 -7.08207e+00 5.63330e-01 1.855900298e-16
6761 520 678 -8.88687e+00 2.59242e-01 1.177571160e-18
6762 520 793 -6.84878e+00 7.44405e-01 1.057695060e-17
6763 520 907 -9.70225e+00 7.45937e-01 3.757957527e-18
6764 520 936 -7.98758e+00 5.65988e-01 1.583100744e-18
6765 520 983 -6.90582e+00 4.13695e-01 4.647790590e-17
6766 521 540 -6.57169e+00 6.20370e-01 1.147233242e-09
6767 521 568 -1.06105e+01 1.04635e+00 3.192887409e-16
6768 521 605 -5.58751e+00 1.01226e+00 3.321329759e-09
6769 521 828 -5.25833e+00 3.74808e-01 8.439581479e-11
6770 521 840 -4.20781e+00 5.83654e-01 2.051226190e-07
6771 521 902 -4.18260e+00 5.98667e-01 1.113959022e-07
6772 521 943 -8.03813e+00 6.32694e-01 1.457533734e-12
6773 522 569 -6.53968e+00 6.05063e-01 5.450474566e-11
6774 522 580 -7.76649e+00 1.69090e+00 1.246761520e-11
6775 522 594 -1.16050e+01 3.37829e-01 2.931468550e-18
6776 522 693 -9.52978e+00 4.74506e-01 6.725174652e-18
6777 522 706 -3.16530e+00 4.99307e-01 1.262742236e-09
6778 522 819 -8.66737e+00 5.75334e-01 5.864967159e-14
6779 522 868 -6.30071e+00 6.38796e-01 4.845082096e-13
6780 522 879 -6.42393e+00 6.93352e-01 1.672213204e-11
6781 522 897 -5.06423e+00 1.29689e-01 3.974400864e-10
6782 522 900 -5.06778e+00 3.36631e-01 3.999817824e-11
6783 522 914 -3.01168e+00 1.19378e-01 8.233131797e-11
6784 523 530 -6.96357e+00 2.14237e-01 0.000000000e+00
6785 523 610 -5.66927e+00 8.65061e-01 3.234934727e-09
6786 523 637 -5.06231e+00 1.04710e+00 0.000000000e+00
6787 523 641 -4.68564e+00 7.13341e-01 4.481159224e-08
6788 523 642 -9.91789e+00 1.25438e+00 2.643731378e-12
6789 523 668 -6.52175e+00 7.60583e-01 8.531106724e-10
6790 523 690 -4.88744e+00 1.26236e-01 0.000000000e+00
6791 523 730 -6.47947e+00 1.06000e+00 1.786077685e-09
6792 523 745 -4.62583e+00 1.07692e-01 0.000000000e+00
6793 523 890 -8.26544e+00 1.58092e-01 1.238078313e-16
6794 523 956 -5.23327e+00 3.72914e-01 2.620966774e-09
6795 523 985 -5.11635e+00 1.13913e-01 0.000000000e+00
6796 524 540 -1.15363e+01 1.27871e+00 6.017832313e-17
6797 524 541 -5.15339e+00 2.70487e-01 7.953987954e-07
6798 524 561 -7.83041e+00 1.21095e+00 4.705854826e-12
6799 524 605 -4.06939e+00 7.03840e-01 4.944408143e-06
6800 524 917 -5.80049e+00 1.18700e+00 1.348947753e-05
6801 524 922 -6.22176e+00 8.21024e-01 1.273964437e-08
6802 524 924 -6.15852e+00 1.59424e-01 9.384935591e-09
6803 524 943 -9.67675e+00 1.91927e-01 3.908082130e-15
6804 525 542 -6.70682e+00 1.35275e+00 1.229913907e-11
6805 525 557 -5.78443e+00 8.34754e-02 4.206973911e-15
6806 525 609 -7.28867e+00 4.92301e-01 4.301267795e-13
6807 525 615 -5.19343e+00 8.09461e-01 6.571993945e-11
6808 525 842 -4.80565e+00 1.59284e-01 4.109934561e-10
6809 525 891 -7.30907e+00 1.02544e+00 2.644791741e-13
6810 525 973 -5.32395e+00 3.28921e-01 4.743766387e-12
6811 525 975 -8.24995e+00 1.13087e+00 4.213055315e-12
6812 526 628 -8.39047e+00 1.45174e+00 5.590035065e-10
6813 526 768 -5.19308e+00 2.48438e-01 5.139918309e-09
6814 526 823 -5.80108e+00 3.27410e-01 8.693504921e-12
6815 526 878 -3.72159e+00 1.47268e-01 1.184889343e-09
6816 526 899 -3.42201e+00 3.17749e-01 2.457975131e-07
6817 526 949 -9.94481e+00 4.38916e-01 1.120493838e-18
6818 526 957 -8.38380e+00 1.60741e-01 1.087306401e-17
6819 526 980 -6.84380e+00 6.46811e-01 5.500092422e-13
6820 526 986 -3.89270e+00 3.82940e-01 2.902765131e-07
6821 527 577 -8.56203e+00 5.83922e-01 1.614065957e-17
6822 527 581 -4.17220e+00 3.58536e-01 1.645132034e-06
6823 527 661 -5.09266e+00 9.91124e-01 5.373576345e-07
6824 527 662 -9.55659e+00 8.68477e-01 1.018229988e-12
6825 527 674 -6.53462e+00 1.10155e-01 8.570230540e-13
6826 527 718 -7.88740e+00 6.27459e-01 6.658766932e-13
6827 527 778 -7.58324e+00 5.17698e-01 2.022590213e-12
6828 527 959 -5.21842e+00 7.08890e-01 1.309138136e-07
6829 527 983 -8.07257e+00 7.53394e-01 3.276779717e-12
6830 528 711 -6.75671e+00 4.59699e-01 2.202194096e-12
6831 528 738 -8.18095e+00 7.43249e-02 5.862481112e-18
6832 528 919 -7.02779e+00 2.56117e-01 3.382898774e-14
6833 528 964 -3.18014e+00 1.26389e-01 2.718095596e-12
6834 528 998 -5.82136e+00 2.18143e-01 7.700293985e-13
6835 529 631 -7.34622e+00 1.61422e+00 2.861100664e-14
6836 529 656 -3.44557e+00 1.51498e-01 7.948240068e-10
6837 529 657 -5.93473e+00 4.03701e-01 1.275874288e-12
6838 529 663 -5.84204e+00 2.23457e-01 2.388893055e-14
6839 529 684 -6.67725e+00 8.84738e-01 1.376193970e-14
6840 529 882 -5.85162e+00 4.70888e-01 9.658252844e-10
6841 529 895 -8.19091e+00 8.14138e-01 0.000000000e+00
6842 529 951 -8.04944e+00 7.73868e-01 1.943529887e-14
6843 529 964 -7.05589e+00 1.69750e-01 0.000000000e+00
6844 530 637 -9.31412e+00 1.22991e+00 0.000000000e+00
6845 530 643 -3.67251e+00 4.95519e-01 0.000000000e+00
6846 530 650 -5.87178e+00 1.65279e-01 0.000000000e+00
6847 530 668 -3.46500e+00 7.04463e-02 0.000000000e+00
6848 530 690 -7.91722e+00 1.35227e+00 5.283491448e-15
6849 530 745 -5.78641e+00 6.26129e-01 3.221862722e-13
6850 530 773 -9.49801e+00 1.47535e+00 0.000000000e+00
6851 530 950 -1.05833e+01 5.29239e-01 1.707882429e-19
6852 530 976 -8.20512e+00 5.01889e-01 3.064960352e-16
6853 531 545 -6.29218e+00 7.93907e-01 4.092924826e-10
6854 531 784 -5.68295e+00 7.94568e-01 8.368899757e-11
6855 531 855 -4.53459e+00 3.26485e-01 1.703824601e-08
6856 531 988 -7.39660e+00 2.26484e-01 5.147057173e-13
6857 531 989 -4.87985e+00 3.26600e-01 3.854448001e-10
6858 532 562 -4.43667e+00 2.65876e-01 2.185767712e-09
6859 532 624 -6.89701e+00 8.40709e-01 2.482226546e-10
6860 532 810 -4.74090e+00 1.70910e+00 1.595376218e-07
6861 532 828 -6.40822e+00 1.57875e-01 9.175620631e-16
6862 532 895 -7.28771e+00 9.15079e-01 2.013490362e-13
6863 532 896 -1.10742e+01 1.12616e+00 2.491086409e-18
6864 532 913 -8.77435e+00 1.14527e+00 2.760731772e-16
6865 532 925 -6.88282e+00 2.79839e-01 3.127706289e-12
6866 532 944 -7.93745e+00 2.54832e-01 0.000000000e+00
6867 532 982 -6.37126e+00 2.59887e-01 1.584383399e-13
6868 532 998 -6.05304e+00 5.76745e-01 2.515976702e-13
6869 533 541 -6.24980e+00 5.30764e-01 0.000000000e+00
6870 533 658 -3.54769e+00 1.72769e-01 5.246925619e-10
6871 533 737 -8.59295e+00 1.24261e+00 3.604830763e-13
6872 533 758 -3.99177e+00 1.10239e+00 1.036293437e-07
6873 533 769 -7.81326e+00 2.63208e-01 7.037703077e-16
6874 533 891 -6.90843e+00 1.92185e+00 3.168950559e-08
6875 534 619 -8.46762e+00 6.11696e-01 1.402661852e-15
6876 534 660 -4.52042e+00 1.14251e+00 1.678264593e-08
6877 534 692 -5.05955e+00 4.26573e-01 1.709411388e-09
6878 534 712 -6.23931e+00 4.47550e-01 1.224193081e-11
6879 534 759 -6.67517e+00 4.38723e-01 1.100550574e-12
6880 534 869 -6.85608e+00 1.26743e+00 1.210032755e-10
6881 534 887 -3.28334e+00 1.87475e-01 7.294367631e-08
6882 534 892 -6.78488e+00 8.17472e-01 1.488855015e-12
6883 534 968 -7.16344e+00 6.10799e-01 2.096819132e-10
6884 535 560 -6.80187e+00 5.77703e-01 3.619579199e-09
6885 535 571 -3.29365e+00 3.24070e-01 1.522694944e-06
6886 535 687 -4.56554e+00 1.42984e-01 1.305909935e-07
6887 535 757 -7.08182e+00 5.36161e-01 2.992589473e-12
6888 535 825 -4.31400e+00 4.47212e-02 1.276738846e-07
6889 535 926 -5.91198e+00 3.17811e-01 3.149855037e-09
6890 535 934 -1.02073e+01 6.84374e-01 1.144385490e-16
6891 536 650 -6.81438e+00 3.81686e-01 9.212140472e-14
6892 536 656 -5.63273e+00 7.90829e-01 2.060258797e-09
6893 536 684 -4.00707e+00 4.11006e-01 2.111017938e-08
6894 536 688 -5.99384e+00 2.99177e-01 8.993991217e-14
6895 536 857 -8.28217e+00 4.25638e-01 2.445334158e-15
6896 536 951 -5.01363e+00 7.48413e-01 2.906810321e-08
6897 537 570 -3.59902e+00 2.10732e-01 1.754268663e-08
6898 537 597 -6.60948e+00 2.27251e-01 6.839414552e-12
6899 537 697 -7.33979e+00 1.88831e-01 2.371537921e-12
6900 537 760 -3.58844e+00 1.83885e-01 1.265946906e-08
6901 537 950 -7.85575e+00 4.24014e-01 1.150058725e-11
6902 538 580 -5.58502e+00 3.97372e-01 7.582266605e-09
6903 538 648 -7.03903e+00 9.35963e-01 2.876318495e-08
6904 538 682 -3.27773e+00 9.71051e-02 2.935338739e-07
6905 538 720 -7.36786e+00 6.66994e-01 3.960676147e-09
6906 538 725 -9.56052e+00 8.93374e-01 2.846593232e-14
6907 538 955 -7.59940e+00 1.49286e+00 1.030582862e-11
6908 538 970 -4.74457e+00 4.75713e-01 8.971315477e-09
6909 539 555 -5.85509e+00 9.58578e-01 3.826244532e-11
6910 539 582 -8.54189e+00 4.09257e-01 1.986375943e-18
6911 539 689 -9.94637e+00 1.96612e-01 1.448588173e-18
6912 539 794 -6.18659e+00 6.41796e-01 1.552367466e-11
6913 539 937 -4.84990e+00 2.76671e-01 4.964605683e-12
6914 539 965 -6.68341e+00 5.84280e-01 8.108750154e-16
6915 539 967 -9.49195e+00 5.74039e-01 2.271641395e-18
6916 540 568 -7.15219e+00 6.71473e-01 2.993829712e-14
6917 540 605 -7.44170e+00 4.30802e-01 9.629588781e-17
6918 540 743 -4.42744e+00 5.89560e-01 7.170677262e-06
6919 540 755 -6.21800e+00 2.29580e-01 7.336239120e-08
6920 540 830 -4.91558e+00 8.06185e-02 1.298489631e-09
6921 540 840 -5.96314e+00 2.02302e-01 9.023491319e-13
6922 540 855 -1.06812e+01 4.59829e-01 3.259395663e-18
6923 540 917 -5.93157e+00 9.28085e-01 2.552429848e-04
6924 541 658 -4.67089e+00 3.23553e-01 0.000000000e+00
6925 541 769 -1.06784e+01 4.86435e-01 0.000000000e+00
6926 541 830 -5.55302e+00 3.48001e-01 1.226219555e-08
6927 541 978 -5.67030e+00 2.67101e-01 9.477880175e-16
