# id seg1 seg2 log10Jsquare_ave log10Jsquare_std J_Sti
2011 122 461 -4.66982e+00 3.10063e-01 1.018029725e-06
2012 122 509 -5.33327e+00 4.92926e-01 1.592436363e-07
2013 122 535 -5.29779e+00 5.12870e-01 1.166506787e-07
2014 122 683 -6.04189e+00 5.27741e-01 2.160768630e-08
2015 122 722 -5.90766e+00 7.61500e-01 3.321751541e-07
2016 122 892 -7.53609e+00 1.01058e+00 1.195658092e-09
2017 122 938 -3.93262e+00 4.71943e-01 2.522374667e-05
2018 123 139 -6.01899e+00 3.52909e-01 1.027593805e-12
2019 123 140 -5.80546e+00 4.86189e-01 3.109166290e-10
2020 123 153 -7.57141e+00 7.58330e-01 9.921829299e-15
2021 123 199 -1.14447e+01 5.08963e-01 2.458518267e-18
2022 123 209 -5.42556e+00 6.81816e-02 2.857150888e-10
2023 123 210 -8.96383e+00 1.47441e+00 1.320348000e-09
2024 123 296 -5.41103e+00 6.14551e-01 1.754911792e-10
2025 123 353 -8.16368e+00 9.23315e-01 1.311628758e-14
2026 123 367 -4.87229e+00 1.22721e-01 3.309307778e-09
2027 123 407 -6.13579e+00 4.49806e-01 2.774752701e-09
2028 123 423 -3.65694e+00 3.79548e-01 4.172822284e-08
2029 123 588 -4.19203e+00 1.18399e-01 3.855222243e-08
2030 123 597 -4.18820e+00 4.81129e-01 1.506866998e-08
2031 123 601 -1.00575e+01 1.33412e+00 7.361765258e-16
2032 123 848 -1.09551e+01 1.18269e+00 1.443832566e-18
2033 123 850 -7.06256e+00 3.18894e-01 5.488230311e-11
2034 123 969 -5.45443e+00 5.82827e-01 9.899736968e-14
2035 124 248 -5.46350e+00 5.35673e-01 0.000000000e+00
2036 124 284 -7.26378e+00 8.01626e-01 0.000000000e+00
2037 124 290 -9.23552e+00 1.03366e+00 0.000000000e+00
2038 124 425 -5.67525e+00 8.35061e-02 0.000000000e+00
2039 124 435 -9.21272e+00 1.78120e+00 2.321885638e-13
2040 124 464 -4.75024e+00 2.41198e-01 0.000000000e+00
2041 124 519 -6.71694e+00 5.67148e-01 0.000000000e+00
2042 124 634 -4.95986e+00 8.43081e-01 8.103584180e-07
2043 124 736 -5.15267e+00 4.17784e-01 0.000000000e+00
2044 124 796 -5.93348e+00 7.80476e-01 0.000000000e+00
2045 124 834 -9.75753e+00 8.87476e-01 1.442845661e-16
2046 124 856 -5.10366e+00 4.16596e-01 0.000000000e+00
2047 124 860 -3.82042e+00 1.50082e-01 0.000000000e+00
2048 124 872 -8.85791e+00 4.17832e-01 0.000000000e+00
2049 124 877 -5.54206e+00 4.22366e-01 0.000000000e+00
2050 124 881 -6.75319e+00 8.74158e-01 0.000000000e+00
2051 124 894 -4.26983e+00 1.59436e-01 0.000000000e+00
2052 125 131 -7.52683e+00 9.78893e-01 6.777747563e-14
2053 125 206 -6.35346e+00 2.15238e-01 1.359720723e-13
2054 125 263 -6.71527e+00 2.20327e-01 3.714371342e-14
2055 125 279 -3.64475e+00 1.20067e-01 8.315474086e-09
2056 125 311 -9.80643e+00 2.53302e-01 1.158316881e-18
2057 125 373 -1.23760e+01 4.94846e-01 1.716761560e-18
2058 125 593 -6.69617e+00 5.35976e-01 1.711224165e-07
2059 125 598 -8.16989e+00 7.00238e-01 7.253054757e-13
2060 125 613 -4.26968e+00 8.63325e-01 7.806657789e-08
2061 125 645 -6.59622e+00 1.25629e-01 1.262615801e-14
2062 125 690 -4.54416e+00 4.15102e-01 1.549127195e-07
2063 125 700 -4.92501e+00 1.61416e-01 8.361843809e-08
2064 125 728 -5.06212e+00 6.42946e-01 7.090810340e-07
2065 125 752 -7.34445e+00 1.29220e+00 4.742122346e-10
2066 125 812 -5.33759e+00 4.13633e-01 6.164949738e-09
2067 125 831 -6.77688e+00 7.47278e-01 2.516246883e-11
2068 125 919 -5.22467e+00 2.23604e-01 2.886798928e-13
2069 125 928 -7.45877e+00 6.26414e-01 7.380784671e-13
2070 125 950 -8.54055e+00 1.00678e-01 2.312122860e-13
2071 125 976 -9.02651e+00 9.52134e-01 4.443262152e-14
2072 126 167 -9.99246e+00 1.00831e+00 3.439169474e-16
2073 126 218 -4.28982e+00 2.57964e-01 6.835769117e-09
2074 126 315 -9.70260e+00 6.38236e-01 2.044227591e-17
2075 126 344 -8.88371e+00 1.16150e+00 3.682044534e-15
2076 126 361 -1.00101e+01 5.74912e-01 1.061574607e-18
2077 126 445 -5.04075e+00 5.46162e-01 3.189383041e-11
2078 126 565 -6.30677e+00 6.37090e-01 2.399559822e-10
2079 126 613 -5.19447e+00 5.39911e-01 7.469139458e-08
2080 126 645 -1.08896e+01 7.90011e-01 5.515794508e-18
2081 126 715 -3.36424e+00 5.87379e-02 1.449239577e-10
2082 126 752 -6.47683e+00 1.50709e+00 3.269046767e-12
2083 126 775 -8.99778e+00 1.05851e+00 9.031598288e-15
2084 126 819 -6.48125e+00 2.78763e-01 3.704378592e-13
2085 126 831 -5.70124e+00 6.84247e-01 7.079966514e-09
2086 126 914 -6.56102e+00 6.43302e-01 4.574421874e-09
2087 126 923 -4.30771e+00 6.12495e-01 3.767318858e-08
2088 127 142 -8.06049e+00 7.87727e-01 0.000000000e+00
2089 127 212 -5.45529e+00 4.54950e-01 0.000000000e+00
2090 127 266 -5.90356e+00 7.90203e-01 4.165438890e-14
2091 127 326 -8.53484e+00 3.34315e-01 0.000000000e+00
2092 127 424 -7.52931e+00 9.89789e-01 7.404656447e-18
2093 127 444 -4.41816e+00 1.81624e-01 8.777910779e-10
2094 127 448 -8.29971e+00 3.37120e+00 4.004935184e-14
2095 127 449 -8.19766e+00 9.16875e-01 0.000000000e+00
2096 127 536 -6.98471e+00 1.90851e-01 2.183396663e-16
2097 127 643 -4.20880e+00 3.55658e-01 0.000000000e+00
2098 127 656 -1.07568e+01 1.11369e+00 1.586721371e-18
2099 127 668 -7.13820e+00 4.69070e-01 1.530222412e-18
2100 127 684 -6.16583e+00 1.24432e+00 1.753616170e-10
2101 127 730 -3.08699e+00 2.44122e-01 1.630707457e-10
2102 127 740 -7.46929e+00 1.13378e-01 0.000000000e+00
2103 127 766 -1.12678e+01 1.74445e-01 0.000000000e+00
2104 127 964 -5.01027e+00 1.70982e-01 0.000000000e+00
2105 128 153 -8.97483e+00 4.66757e-01 8.962704181e-18
2106 128 288 -4.24507e+00 1.88543e-01 4.707301674e-08
2107 128 311 -8.79340e+00 9.47586e-01 8.618307281e-19
2108 128 326 -7.25064e+00 4.22711e-01 2.867946779e-14
2109 128 343 -6.96262e+00 1.89841e-01 4.929464122e-14
2110 128 449 -5.42724e+00 3.29369e-01 7.495263845e-14
2111 128 490 -4.59540e+00 2.55536e-01 2.222490293e-08
2112 128 518 -9.10221e+00 1.28348e+00 1.368675024e-13
2113 128 528 -3.39785e+00 1.42047e-01 2.902118516e-09
2114 128 700 -1.12053e+01 5.66853e-01 1.142703307e-18
2115 128 711 -5.41380e+00 6.53536e-01 1.088604975e-09
2116 128 738 -8.18505e+00 1.05047e+00 2.469410222e-17
2117 128 749 -6.24802e+00 5.08554e-01 1.525498545e-14
2118 128 964 -6.82023e+00 2.40795e-01 1.840593366e-16
2119 129 137 -8.58640e+00 2.91959e-01 9.154841116e-19
2120 129 173 -5.97965e+00 5.49494e-01 4.143857435e-13
2121 129 228 -7.00305e+00 6.83541e-01 2.019015075e-14
2122 129 275 -3.63427e+00 3.74054e-01 3.051460005e-08
2123 129 287 -1.10021e+01 2.27261e-01 1.068868498e-18
2124 129 334 -9.35016e+00 6.21235e-01 1.554353273e-17
2125 129 481 -7.05972e+00 1.66648e-01 3.682995983e-14
2126 129 536 -3.18729e+00 2.93985e-01 1.019841091e-08
2127 129 548 -7.18356e+00 1.06787e+00 2.671321255e-11
2128 129 669 -4.83969e+00 1.15227e+00 6.312383303e-12
2129 129 684 -7.48188e+00 7.87724e-01 3.891417221e-17
2130 129 780 -7.05945e+00 5.05847e-01 2.835903917e-13
2131 129 939 -4.58763e+00 4.85796e-01 5.742134943e-07
2132 129 947 -8.73644e+00 3.80484e-01 1.681402666e-17
2133 129 951 -4.97173e+00 2.09477e-01 3.637312113e-11
2134 129 957 -7.58146e+00 5.78475e-01 2.121319629e-17
2135 129 979 -3.78782e+00 1.85536e-01 3.056011446e-09
2136 130 235 -7.28273e+00 6.41524e-01 0.000000000e+00
2137 130 241 -7.55908e+00 2.65508e-01 0.000000000e+00
2138 130 268 -3.53316e+00 9.10614e-02 4.328725951e-09
2139 130 334 -5.92369e+00 1.88354e-01 1.093578087e-12
2140 130 530 -9.40689e+00 8.01892e-01 0.000000000e+00
2141 130 576 -4.58306e+00 2.23556e-01 0.000000000e+00
2142 130 621 -6.07648e+00 9.88137e-01 0.000000000e+00
2143 130 642 -8.58740e+00 1.55019e-01 1.822779494e-15
2144 130 650 -6.59778e+00 5.10537e-01 5.736567416e-11
2145 130 668 -7.56748e+00 5.72320e-01 1.044796148e-12
2146 130 707 -4.30821e+00 2.36097e-01 4.404712682e-08
2147 130 745 -7.43794e+00 5.17534e-01 0.000000000e+00
2148 130 805 -7.19825e+00 2.20167e-01 1.233610521e-17
2149 130 859 -9.72769e+00 2.10808e-01 0.000000000e+00
2150 130 894 -9.50854e+00 3.57582e-01 0.000000000e+00
2151 130 912 -1.12741e+01 7.70578e-01 0.000000000e+00
2152 131 147 -6.28336e+00 1.54426e+00 6.330770627e-11
2153 131 199 -5.47862e+00 1.81681e-01 1.616525362e-13
2154 131 210 -4.75149e+00 6.74659e-02 1.516034633e-13
2155 131 236 -1.12989e+01 7.44321e-01 1.707920127e-18
2156 131 347 -5.85476e+00 3.61445e-01 9.055482761e-10
2157 131 391 -7.12447e+00 3.67344e-01 7.674084686e-14
2158 131 537 -4.15615e+00 1.24185e-01 8.212811510e-10
2159 131 597 -8.51780e+00 4.79754e-01 6.348387420e-16
2160 131 690 -6.89587e+00 3.21030e-01 1.414900351e-15
2161 131 697 -5.77311e+00 2.24368e-01 6.757600283e-11
2162 131 752 -5.60800e+00 1.21397e-01 1.177803805e-12
2163 131 812 -5.43376e+00 7.28803e-01 1.165578926e-10
2164 131 885 -7.24752e+00 2.02711e-01 3.492870059e-14
2165 131 928 -4.22718e+00 3.42719e-01 6.582988661e-09
2166 131 950 -6.03256e+00 4.03318e-01 5.515343247e-11
2167 132 139 -9.87024e+00 4.30536e-01 1.536512101e-18
2168 132 181 -7.67403e+00 8.92301e-01 2.982887969e-16
2169 132 204 -5.35500e+00 2.04636e-01 2.009990762e-10
2170 132 347 -7.19770e+00 2.59982e-01 7.987433178e-15
2171 132 361 -7.74080e+00 9.66242e-02 1.849606322e-18
2172 132 367 -6.56757e+00 1.04621e+00 1.853017506e-10
2173 132 423 -6.62903e+00 2.98468e-01 1.318850620e-12
2174 132 522 -6.07483e+00 2.50962e-01 6.236308865e-10
2175 132 593 -7.11659e+00 7.03899e-01 8.225906566e-12
2176 132 612 -5.72314e+00 7.07063e-01 4.663534597e-10
2177 132 625 -8.07828e+00 5.45314e-01 2.598475146e-16
2178 132 697 -5.02057e+00 3.69897e-01 3.251967008e-12
2179 132 703 -6.62056e+00 7.37317e-01 2.789543843e-11
2180 132 752 -9.95572e+00 4.48452e-01 3.083960277e-18
2181 132 897 -5.07578e+00 1.22349e+00 4.494701635e-09
2182 133 145 -6.12270e+00 1.05204e+00 9.538929909e-09
2183 133 163 -3.51539e+00 8.91533e-01 1.799985357e-08
2184 133 177 -4.80937e+00 4.79470e-01 2.578038532e-10
2185 133 291 -7.73861e+00 1.13805e+00 3.026971127e-16
2186 133 302 -7.68183e+00 1.45865e-01 3.145933221e-19
2187 133 491 -5.22592e+00 6.13307e-01 1.851087577e-11
2188 133 497 -8.92444e+00 6.13259e-01 2.571021945e-18
2189 133 515 -6.42744e+00 6.86632e-01 4.740689533e-13
2190 133 663 -6.41282e+00 1.79974e-01 8.884357644e-14
2191 133 769 -5.03805e+00 1.62881e-01 4.809607708e-10
2192 133 806 -5.15584e+00 2.21932e-01 1.957216663e-10
2193 133 813 -4.66701e+00 1.40042e+00 6.839150717e-09
2194 133 827 -1.01110e+01 7.60721e-01 1.934751384e-18
2195 133 864 -5.32502e+00 3.41330e-01 1.022674937e-09
2196 133 995 -9.08639e+00 4.57189e-01 5.091071837e-19
2197 134 278 -6.17790e+00 2.66852e-01 2.241594380e-07
2198 134 376 -5.01420e+00 6.46016e-01 7.069528629e-06
2199 134 548 -5.84623e+00 7.43181e-01 2.211595476e-09
2200 134 569 -4.08132e+00 3.21769e-01 1.080718006e-04
2201 134 628 -4.19342e+00 4.22293e-01 4.507315528e-07
2202 134 768 -6.91008e+00 1.03151e+00 2.138158726e-13
2203 134 823 -1.03789e+01 4.98155e-01 1.931534508e-18
2204 134 865 -7.33786e+00 1.46221e+00 3.668318954e-07
2205 134 899 -5.37531e+00 2.16818e-01 1.154089650e-11
2206 134 972 -4.59599e+00 5.84127e-01 8.617249672e-11
2207 134 980 -5.19911e+00 5.86241e-01 6.481883819e-09
2208 135 193 -3.55286e+00 9.71483e-02 3.199376055e-08
2209 135 252 -5.95716e+00 6.16035e-01 2.083074246e-08
2210 135 304 -6.83505e+00 8.17628e-01 1.962814799e-10
2211 135 396 -9.73938e+00 5.22134e-01 2.289944791e-14
2212 135 417 -5.22892e+00 2.48504e-01 3.165288423e-12
2213 135 465 -7.95304e+00 6.88881e-01 4.633323175e-12
2214 135 517 -4.81455e+00 2.04104e-01 5.131417732e-08
2215 135 551 -8.36802e+00 8.70359e-01 2.231522622e-12
2216 135 567 -7.34518e+00 1.19203e+00 3.479219435e-12
2217 135 603 -9.12070e+00 1.70916e-01 1.710837113e-15
2218 135 694 -7.22618e+00 1.40155e+00 5.644074306e-12
2219 135 712 -3.67682e+00 1.63424e-01 5.549223602e-08
2220 135 739 -4.15457e+00 8.07399e-01 7.977391380e-06
2221 135 759 -5.94258e+00 9.54456e-02 6.211774449e-13
2222 135 901 -8.36580e+00 2.38881e-01 1.565099493e-14
2223 135 997 -4.35327e+00 2.92821e-01 1.389236236e-09
2224 136 145 -5.29583e+00 1.47369e-01 1.253393036e-10
2225 136 162 -7.87807e+00 3.30750e-01 5.256397061e-12
2226 136 169 -6.32865e+00 2.31431e-01 6.152038701e-10
2227 136 177 -7.40528e+00 6.44950e-01 1.440637449e-13
2228 136 189 -8.06755e+00 1.08286e+00 3.051524541e-12
2229 136 299 -5.38830e+00 3.98306e-01 1.078088361e-10
2230 136 363 -6.17461e+00 5.90685e-01 1.541391609e-08
2231 136 515 -5.08469e+00 7.45450e-01 1.770673165e-12
2232 136 554 -7.50608e+00 1.11116e+00 3.275232675e-11
2233 136 620 -5.39593e+00 2.74419e-01 2.747855451e-11
2234 136 704 -5.99978e+00 4.35246e-01 3.359402189e-09
2235 136 756 -7.21316e+00 4.97352e-01 1.770214851e-10
2236 136 785 -5.79277e+00 3.92208e-01 4.061883312e-09
2237 136 817 -5.30820e+00 7.20595e-01 7.863324148e-09
2238 137 173 -7.58916e+00 1.05851e+00 1.760676362e-16
2239 137 215 -6.64834e+00 7.86373e-01 3.223811706e-12
2240 137 228 -3.78669e+00 1.58898e-01 1.480348133e-11
2241 137 240 -3.08681e+00 1.58688e-01 1.805598161e-12
2242 137 395 -4.98174e+00 3.54802e-01 4.918497732e-12
2243 137 654 -8.84622e+00 1.17289e+00 1.759579298e-17
2244 137 665 -4.05447e+00 1.27657e-01 1.668924957e-10
2245 137 669 -8.64238e+00 1.97861e-01 3.224174353e-18
2246 137 714 -9.24709e+00 9.09482e-02 5.057908944e-18
2247 137 776 -5.26019e+00 1.30523e-01 1.203444715e-10
2248 137 780 -5.84462e+00 6.14566e-01 2.404190164e-10
2249 137 824 -6.93507e+00 7.16045e-01 5.411560628e-17
2250 137 947 -5.40456e+00 7.24187e-02 8.611560533e-13
2251 138 176 -7.49839e+00 1.52663e+00 2.416972988e-13
2252 138 178 -6.99240e+00 9.43592e-01 1.014504855e-09
2253 138 224 -3.63579e+00 6.47208e-01 4.190064115e-08
2254 138 357 -9.84458e+00 1.88654e+00 1.787808555e-14
2255 138 479 -6.82724e+00 7.81389e-01 2.252220959e-12
2256 138 499 -4.39195e+00 3.28243e-01 1.862115962e-11
2257 138 514 -5.93495e+00 9.65765e-01 2.959358841e-11
2258 138 539 -5.44207e+00 1.99332e-01 3.798704671e-14
2259 138 583 -7.44714e+00 6.98008e-01 2.112977088e-15
2260 138 616 -6.43299e+00 1.88657e-01 2.339919245e-13
2261 138 664 -6.47642e+00 1.07660e+00 8.132550399e-10
2262 138 794 -5.91260e+00 1.38149e+00 3.464166529e-08
2263 138 820 -3.82630e+00 2.82638e-01 4.433076817e-09
2264 138 909 -7.63308e+00 3.48707e-01 1.857502719e-13
2265 138 937 -9.35569e+00 9.55816e-01 4.687046127e-19
2266 138 996 -7.04088e+00 2.38565e-01 1.245711012e-15
2267 139 140 -5.56987e+00 2.14730e-01 1.730387742e-11
2268 139 153 -7.02693e+00 3.22831e-01 2.609892294e-15
2269 139 199 -1.02780e+01 1.07883e+00 2.986038200e-16
2270 139 204 -6.35045e+00 2.13780e-01 1.639224953e-11
2271 139 210 -5.54131e+00 1.18892e+00 3.362760479e-07
2272 139 236 -4.26635e+00 8.06184e-01 1.327835678e-07
2273 139 273 -6.72229e+00 1.40638e+00 7.036573290e-11
2274 139 423 -1.10102e+01 6.18717e-01 1.834985639e-19
2275 139 537 -5.82601e+00 5.52294e-01 2.381080770e-08
2276 139 570 -5.14503e+00 3.78277e-01 2.468660864e-08
2277 139 588 -6.81181e+00 1.02362e+00 5.798011237e-09
2278 139 597 -3.84504e+00 9.58869e-01 4.037552676e-08
2279 139 601 -5.27422e+00 3.35942e-01 3.670501526e-12
2280 139 608 -7.31319e+00 9.55401e-01 7.023806688e-12
2281 139 697 -7.83711e+00 1.07980e+00 3.497254146e-13
2282 139 746 -7.21174e+00 8.35145e-01 6.585559343e-12
2283 139 897 -6.08230e+00 4.92823e-01 3.304270046e-09
2284 140 236 -6.18141e+00 1.96485e-01 1.708675075e-13
2285 140 250 -6.14615e+00 3.34164e-01 2.272056834e-10
2286 140 282 -6.39413e+00 6.96823e-01 1.361764770e-08
2287 140 296 -6.53608e+00 9.74069e-01 2.281070718e-12
2288 140 310 -5.49726e+00 2.74675e-01 4.778649459e-07
2289 140 385 -8.22482e+00 9.38387e-01 1.342825582e-11
2290 140 402 -7.36872e+00 6.73092e-01 6.294042938e-11
2291 140 419 -3.91928e+00 3.59521e-01 2.727993983e-06
2292 140 440 -5.57440e+00 2.93936e-01 1.527332621e-07
2293 140 597 -7.51243e+00 3.17589e-01 1.910086918e-16
2294 140 601 -3.68441e+00 1.07008e-01 6.162481610e-07
2295 140 698 -9.72085e+00 6.01274e-01 5.894411608e-18
2296 140 759 -8.05451e+00 7.25426e-01 2.044916149e-16
2297 140 892 -5.35490e+00 1.10444e+00 6.568369841e-08
2298 141 174 -3.82588e+00 5.14138e-01 1.114609257e-08
2299 141 227 -5.74574e+00 2.26964e-01 1.295810394e-15
2300 141 301 -3.27604e+00 3.93507e-01 2.747960966e-09
2301 141 327 -8.08958e+00 4.63170e-01 6.994376406e-16
2302 141 350 -5.19398e+00 2.44226e-01 4.780599115e-11
2303 141 452 -7.40480e+00 1.21144e+00 1.213744689e-13
2304 141 506 -3.74461e+00 3.31313e-01 8.276466128e-08
2305 141 507 -5.97018e+00 7.96829e-01 4.309008914e-16
2306 141 520 -6.82278e+00 1.87294e+00 4.760959248e-15
2307 141 577 -1.06382e+01 9.21228e-01 1.430908772e-18
2308 141 635 -4.19981e+00 5.97976e-01 1.272405796e-09
2309 141 677 -5.89760e+00 3.49334e-01 3.340160346e-12
2310 141 724 -4.01809e+00 2.78387e-01 1.872009551e-05
2311 141 744 -8.49557e+00 1.11470e+00 3.016025488e-14
2312 141 903 -7.71183e+00 2.73289e-01 7.273797457e-17
2313 141 936 -7.05897e+00 1.87297e-01 4.656389429e-16
2314 141 991 -8.24231e+00 7.36006e-01 3.370089551e-17
2315 142 147 -9.83789e+00 9.68982e-01 7.198172878e-17
2316 142 184 -8.07663e+00 6.67612e-01 1.364050572e-12
2317 142 210 -7.97292e+00 2.08617e-01 7.671869473e-15
2318 142 264 -3.45231e+00 1.00824e-01 5.057905153e-10
2319 142 391 -3.04576e+00 2.48493e-01 8.406610994e-11
2320 142 444 -7.81003e+00 7.83369e-01 0.000000000e+00
2321 142 530 -5.52135e+00 2.93380e-01 3.808036711e-11
2322 142 537 -5.66315e+00 5.87613e-01 7.737298811e-08
2323 142 621 -9.78454e+00 7.86202e-01 2.952460551e-18
2324 142 643 -5.38584e+00 5.62246e-01 1.062906708e-10
2325 142 650 -8.58126e+00 2.82150e-01 0.000000000e+00
2326 142 740 -4.94610e+00 2.47123e-01 3.204499105e-11
2327 142 746 -8.25153e+00 8.61160e-02 1.407339600e-14
2328 142 760 -4.60554e+00 1.95355e-01 4.847525967e-08
2329 142 766 -3.40436e+00 1.43497e-01 8.682127548e-11
2330 142 928 -9.44145e+00 9.21295e-01 4.498320622e-13
2331 143 261 -4.54642e+00 1.46283e-01 0.000000000e+00
2332 143 264 -7.30468e+00 4.38681e-01 0.000000000e+00
2333 143 269 -5.41060e+00 4.02613e-01 1.629039287e-09
2334 143 418 -7.52169e+00 6.92087e-01 1.308119549e-12
2335 143 444 -5.27896e+00 3.43568e-01 2.709847685e-09
2336 143 483 -7.26882e+00 6.67450e-01 9.580352395e-13
2337 143 583 -5.60249e+00 1.23016e-01 0.000000000e+00
2338 143 606 -5.13069e+00 2.34866e-01 2.352766003e-12
2339 143 659 -6.61175e+00 9.63030e-02 0.000000000e+00
2340 143 710 -3.46401e+00 3.29678e-01 2.335941873e-09
2341 143 732 -1.20025e+01 9.44325e-01 0.000000000e+00
2342 143 740 -5.23014e+00 2.19369e-01 0.000000000e+00
2343 143 766 -7.42669e+00 3.79757e-01 0.000000000e+00
2344 143 773 -4.38493e+00 4.69031e-01 1.326425310e-08
2345 143 832 -5.25856e+00 4.45172e-01 0.000000000e+00
2346 143 870 -3.20859e+00 3.77111e-01 7.374046667e-10
2347 143 909 -9.68874e+00 4.38531e-01 0.000000000e+00
2348 144 148 -4.22537e+00 5.81765e-01 1.915554349e-05
2349 144 202 -9.77453e+00 5.38040e-01 8.485126907e-19
2350 144 203 -5.75528e+00 1.01691e+00 2.158560641e-10
2351 144 274 -7.82749e+00 5.98280e-01 1.256217553e-12
2352 144 401 -4.67388e+00 1.63587e-01 1.618991493e-14
2353 144 494 -3.24908e+00 2.98352e-01 8.036459186e-07
2354 144 531 -5.70193e+00 5.97908e-01 4.131839395e-09
2355 144 545 -4.27452e+00 1.99342e-01 6.142914781e-09
2356 144 556 -4.71760e+00 1.55502e-01 5.049168795e-11
2357 144 622 -4.64095e+00 3.76685e-01 3.253298724e-07
2358 144 723 -7.79694e+00 7.76634e-01 2.930289734e-10
2359 144 784 -8.91824e+00 1.22976e+00 1.078601762e-15
2360 144 963 -6.37004e+00 1.18889e+00 2.021603944e-09
2361 144 989 -5.67290e+00 7.60158e-01 1.202061555e-10
2362 145 162 -4.94630e+00 3.97925e-01 7.344569724e-09
2363 145 163 -8.21582e+00 5.22138e-01 5.264966888e-15
2364 145 169 -6.49750e+00 1.29617e-01 2.452184709e-16
2365 145 177 -5.16957e+00 7.81181e-01 6.538356200e-09
2366 145 299 -6.12620e+00 4.48945e-01 2.703548129e-13
2367 145 363 -7.98140e+00 1.07947e+00 1.260247443e-14
2368 145 469 -7.07417e+00 9.46971e-01 2.735857850e-16
2369 145 491 -6.80874e+00 8.32009e-01 1.808120563e-10
2370 145 515 -9.12266e+00 4.95159e-01 3.312032588e-18
2371 145 646 -6.67434e+00 9.25149e-01 3.553899284e-16
2372 145 666 -5.74024e+00 2.53456e-01 5.581485281e-11
2373 145 704 -1.08363e+01 7.42251e-01 2.086822252e-17
2374 145 817 -8.16849e+00 3.11308e-01 3.817919913e-14
2375 145 948 -6.94030e+00 7.78139e-02 7.411944151e-15
2376 145 984 -9.14957e+00 2.95095e-01 2.254310835e-15
2377 146 154 -7.18366e+00 1.04541e+00 1.102116135e-15
2378 146 164 -8.55557e+00 8.71242e-01 6.281026265e-14
2379 146 206 -8.84043e+00 6.74439e-01 1.210898636e-16
2380 146 263 -5.31753e+00 7.59856e-01 5.721849228e-08
2381 146 294 -4.77177e+00 6.88946e-01 8.945197104e-11
2382 146 309 -4.33626e+00 2.77838e-01 3.944325727e-07
2383 146 323 -3.35935e+00 3.40273e-01 1.148026197e-07
2384 146 379 -7.50436e+00 1.37679e+00 4.229708978e-10
2385 146 582 -5.95418e+00 2.90701e-01 4.013473413e-16
2386 146 613 -1.18473e+01 1.31673e+00 1.881546630e-18
2387 146 762 -6.64193e+00 4.14985e-01 5.272146632e-11
2388 146 863 -5.07167e+00 4.37552e-01 2.124739402e-08
2389 146 922 -8.42955e+00 1.57078e-01 4.667976271e-14
2390 146 924 -4.77119e+00 4.85013e-01 6.179398666e-06
2391 147 184 -2.85126e+00 9.40985e-02 2.814399257e-09
2392 147 365 -7.78072e+00 8.81789e-01 1.072662162e-15
2393 147 391 -3.63305e+00 1.47838e-01 1.278407940e-07
2394 147 537 -3.79013e+00 1.25688e-01 1.383839001e-11
2395 147 570 -7.43339e+00 9.23389e-01 1.557799998e-15
2396 147 621 -5.50273e+00 9.17003e-01 5.183484036e-10
2397 147 659 -7.76242e+00 8.39419e-01 7.174417701e-15
2398 147 697 -6.60588e+00 3.45160e-01 2.086696888e-12
2399 147 726 -7.87949e+00 4.11510e-01 2.304053057e-16
2400 147 752 -8.44090e+00 3.47520e-01 7.168596717e-18
2401 147 812 -6.76957e+00 1.29727e+00 2.050134826e-10
2402 147 859 -4.93118e+00 2.64321e-01 1.011623184e-11
2403 147 885 -6.04610e+00 7.43106e-01 1.301032151e-13
2404 147 912 -5.00453e+00 5.00043e-01 8.251402801e-10
2405 147 950 -5.20703e+00 1.02269e-01 1.810917778e-10
2406 147 977 -9.03685e+00 1.14716e-01 5.030240238e-19
2407 148 265 -4.55346e+00 4.61788e-01 7.967227204e-09
2408 148 274 -6.24936e+00 9.73917e-02 1.719944504e-09
2409 148 333 -8.96252e+00 1.89391e-01 7.184500541e-16
2410 148 362 -6.06551e+00 9.74836e-01 1.232460346e-10
2411 148 401 -6.06537e+00 2.72569e-01 4.368539101e-12
2412 148 556 -5.17879e+00 1.30523e+00 2.206993689e-06
2413 148 756 -6.27908e+00 2.95594e-01 1.771041722e-10
2414 148 764 -6.63145e+00 4.12548e-01 8.898529643e-09
2415 148 961 -5.92157e+00 1.06817e+00 5.508827724e-10
2416 148 963 -6.11882e+00 1.44387e+00 2.164040122e-10
2417 149 180 -5.02934e+00 1.18456e-01 2.123817220e-14
2418 149 302 -4.77911e+00 5.15956e-01 0.000000000e+00
2419 149 328 -2.99611e+00 1.75828e-01 0.000000000e+00
2420 149 354 -5.39954e+00 7.47495e-01 0.000000000e+00
2421 149 501 -7.40721e+00 8.25735e-01 1.630021259e-13
2422 149 518 -5.72175e+00 9.21614e-01 2.717633933e-13
2423 149 532 -8.09409e+00 8.40468e-02 1.207690802e-18
2424 149 562 -4.01831e+00 1.09853e-01 0.000000000e+00
2425 149 652 -6.86260e+00 4.57685e-01 0.000000000e+00
2426 149 806 -7.24549e+00 9.13695e-01 0.000000000e+00
2427 149 810 -8.67881e+00 7.72853e-01 6.502608692e-18
2428 149 813 -7.53230e+00 2.13392e-01 0.000000000e+00
2429 149 882 -6.94686e+00 1.63313e-01 0.000000000e+00
2430 149 921 -7.18732e+00 1.38279e+00 0.000000000e+00
2431 149 982 -4.98026e+00 3.50317e-01 0.000000000e+00
2432 150 244 -6.54169e+00 5.90762e-01 1.597059527e-12
2433 150 262 -5.19742e+00 1.14232e-01 3.014203206e-12
