# id Eave Estd E_Sti
633 -0.90614 0.01874 2.907301425e-05
634 -0.91283 0.01943 2.315250559e-04
635 -0.80951 0.03425 1.976765544e-06
636 -0.89728 0.02436 2.001799500e-05
637 -0.97552 0.02113 3.208664890e-09
638 -0.95799 0.01361 2.339307762e-07
639 -0.87559 0.02154 2.285326854e-08
640 -0.92055 0.02260 8.891264931e-07
641 -0.80759 0.03105 1.739770105e-07
642 -0.82372 0.02006 5.340428656e-09
643 -0.87833 0.01717 7.407552720e-11
644 -0.86008 0.02444 6.202726551e-07
645 -0.81583 0.03274 2.522011358e-06
646 -0.83615 0.02358 1.418273685e-06
647 -0.71074 0.02298 7.969496052e-09
648 -0.88820 0.02155 7.251343424e-06
649 -0.76793 0.01787 6.549868750e-09
650 -0.90629 0.01061 2.856133220e-09
651 -0.86639 0.02390 8.328980354e-06
652 -0.85580 0.02270 6.099535455e-08
653 -1.02758 0.01516 1.834084949e-05
654 -0.78061 0.02557 2.067287026e-07
655 -0.83854 0.01679 2.638218317e-06
656 -0.93514 0.02984 2.536342689e-07
657 -0.87965 0.02158 2.080212480e-09
658 -0.71562 0.02150 2.583718046e-09
659 -0.84046 0.02137 1.359805809e-07
660 -0.87797 0.01428 1.452199070e-05
661 -0.83812 0.02025 8.931931897e-07
662 -0.85716 0.02119 8.269597090e-08
663 -0.79535 0.02947 9.813607154e-09
664 -0.83706 0.02592 2.560210189e-06
665 -0.73764 0.01912 7.047489768e-08
666 -0.80731 0.02347 3.505465236e-05
667 -0.76631 0.02959 1.464415576e-06
668 -0.96109 0.02280 8.089396051e-07
669 -0.88970 0.01302 9.481312721e-09
670 -1.01886 0.00917 2.785812326e-06
671 -0.72108 0.03233 3.968867966e-08
672 -0.75493 0.00751 6.350916884e-09
673 -0.84099 0.02145 1.420455348e-04
674 -0.84262 0.00964 3.341532749e-06
675 -0.94165 0.02877 3.968079778e-07
676 -0.92295 0.01676 5.313005486e-08
677 -0.87358 0.01962 4.336713600e-09
678 -0.77539 0.00994 5.211451120e-08
679 -0.76515 0.02189 4.991025118e-08
680 -0.85643 0.01002 3.639677711e-07
681 -0.79259 0.00985 4.698090310e-08
682 -0.92545 0.01914 1.867854061e-05
683 -0.78568 0.02384 5.409580990e-06
684 -0.86005 0.01522 2.737641315e-09
685 -0.81061 0.03121 2.432573656e-05
686 -0.84641 0.01549 1.465977650e-08
687 -0.87987 0.01164 7.750227448e-07
688 -0.87183 0.02171 9.253424045e-09
689 -0.89133 0.02365 9.689073089e-07
690 -0.75146 0.01937 6.082597154e-09
691 -1.03249 0.01662 2.825964458e-05
692 -0.92051 0.01148 9.831696939e-06
693 -0.80695 0.00964 5.804150562e-07
694 -0.75725 0.02740 1.339426706e-02
695 -0.91138 0.02039 9.150906938e-08
696 -0.78166 0.02111 2.506342004e-09
697 -0.77920 0.01650 4.513305478e-07
698 -0.86453 0.02852 6.524548080e-06
699 -0.90802 0.00940 1.750728452e-09
700 -0.87180 0.02315 4.291565144e-07
701 -1.00903 0.01749 5.541284170e-06
702 -0.75967 0.02995 1.825623022e-08
703 -0.85199 0.01589 1.348966539e-04
704 -0.85574 0.01624 6.932614664e-08
705 -1.02014 0.03609 4.655953305e-08
706 -0.98397 0.01930 7.121650603e-05
707 -0.93320 0.02853 4.696952710e-07
708 -0.90218 0.02001 1.659095212e-06
709 -0.75836 0.01804 5.032805191e-07
710 -0.91212 0.03685 2.451939867e-07
711 -0.81178 0.01188 4.010681357e-09
712 -0.89905 0.01986 4.002315086e-05
713 -0.98884 0.02092 2.211360794e-07
714 -0.82935 0.03478 1.100984780e-07
715 -0.78683 0.01668 8.150062514e-08
716 -0.69873 0.01903 1.951615662e-09
717 -0.78576 0.03207 4.458730202e-08
718 -0.81268 0.02633 2.346539480e-07
719 -0.83425 0.01256 4.509278645e-05
720 -0.90014 0.02690 1.455705428e-05
721 -0.77282 0.02585 2.971683872e-07
722 -0.87257 0.02797 1.281513606e-04
723 -0.93533 0.02101 5.359958158e-06
724 -0.76890 0.02992 1.569945843e-06
725 -0.86954 0.03018 1.317916707e-07
726 -0.84430 0.01989 6.865002735e-06
727 -0.86489 0.02863 2.096544049e-08
728 -0.89653 0.02840 8.661215776e-07
729 -1.02887 0.02403 4.935293525e-06
730 -0.95701 0.03445 2.867239885e-06
731 -0.98250 0.00982 2.885762281e-07
732 -0.84799 0.03351 2.918057878e-07
733 -0.95854 0.01546 6.563636813e-08
734 -0.92590 0.03104 1.146052347e-06
735 -0.77026 0.03609 4.920750894e-10
736 -0.94917 0.02335 2.389650885e-07
737 -0.83606 0.03062 2.059674018e-08
738 -0.78394 0.02139 1.648435300e-07
739 -0.83286 0.01819 1.790341282e-05
740 -0.84707 0.01835 3.087694585e-08
741 -0.92023 0.00742 2.409882531e-07
742 -0.81493 0.02876 6.331113818e-08
743 -0.81208 0.02766 5.082427864e-06
744 -0.82795 0.03726 5.076070662e-08
745 -0.81600 0.01798 7.791342753e-09
746 -0.86191 0.01957 1.467282303e-08
747 -0.86533 0.01290 3.656756633e-09
748 -0.85951 0.01928 6.672837741e-10
749 -0.68075 0.01905 3.793745509e-11
750 -0.77094 0.00846 4.662143808e-10
751 -0.81452 0.01781 9.277224101e-08
752 -0.73499 0.02404 7.883295304e-08
753 -0.94805 0.02902 2.680435265e-04
754 -0.83176 0.02474 7.620324648e-06
755 -0.94989 0.02398 2.065325090e-07
756 -0.91406 0.01836 4.503817824e-07
757 -0.93404 0.00839 2.281277847e-06
758 -0.89446 0.01514 2.241687348e-09
759 -0.79337 0.01537 1.659253176e-07
760 -0.84238 0.02282 4.342141578e-07
761 -0.75902 0.01321 2.005341029e-09
762 -0.83797 0.03120 4.805688386e-03
763 -0.94850 0.01900 4.559697610e-06
764 -0.86346 0.00728 2.002628016e-07
765 -0.87145 0.02660 2.949876030e-07
766 -0.79011 0.02880 6.315944672e-08
767 -0.85780 0.02892 5.080846749e-06
768 -0.96474 0.01730 1.544865351e-06
769 -0.87097 0.02101 1.015271093e-08
770 -1.02557 0.02201 4.267986520e-06
771 -0.87230 0.03134 3.132642611e-07
772 -0.89329 0.01254 1.130544858e-06
773 -0.83816 0.01632 4.785112868e-09
774 -0.85076 0.02079 9.674495190e-06
775 -0.85796 0.02899 5.500696810e-05
776 -0.87955 0.02086 7.386474333e-08
777 -0.95239 0.02936 3.167701439e-04
778 -0.74354 0.02208 6.606569526e-08
779 -0.87207 0.01486 2.307003133e-07
780 -0.85919 0.01827 1.334834804e-07
781 -0.76060 0.03494 2.051643312e-07
782 -0.82282 0.02827 1.174041349e-06
783 -0.91475 0.02090 1.083043471e-06
784 -0.74931 0.01860 1.739106762e-08
785 -0.89682 0.03597 1.055251185e-06
786 -0.81754 0.01818 5.249685855e-08
787 -0.77915 0.02809 9.028563506e-11
788 -0.82467 0.01864 2.364163015e-05
789 -0.86008 0.02662 8.821993575e-09
790 -0.82189 0.01472 4.302692211e-09
791 -1.03988 0.02036 1.451245061e-04
792 -0.91647 0.01766 8.357522236e-08
793 -0.75220 0.01475 3.148058914e-09
794 -0.89876 0.03946 8.012721151e-07
795 -0.89599 0.01620 1.096988921e-06
796 -0.90400 0.01718 2.140460724e-09
797 -0.93521 0.02001 4.256332550e-04
798 -0.76074 0.03419 5.129801988e-08
799 -0.95311 0.01920 3.028450639e-05
800 -0.87008 0.01810 1.226471038e-06
801 -0.95612 0.02017 2.167371775e-07
802 -0.90441 0.01157 2.532422325e-05
803 -0.85972 0.01617 2.744155513e-06
804 -0.78016 0.02101 1.914495347e-07
805 -0.86729 0.00733 9.498389464e-09
806 -0.85123 0.02429 2.882717954e-08
807 -0.75621 0.03169 6.244505991e-08
808 -0.97566 0.01741 7.229303980e-07
809 -0.77791 0.01855 1.196700079e-07
810 -0.74216 0.02968 1.589831666e-07
811 -0.87699 0.02760 8.644151341e-06
812 -0.80658 0.01150 5.328580509e-08
813 -0.84370 0.03169 3.826005200e-08
814 -0.91987 0.03001 7.919149935e-04
815 -0.76845 0.02276 2.411383278e-09
816 -0.84539 0.01022 3.110012419e-07
817 -0.91329 0.02718 7.114826503e-06
818 -0.90681 0.02885 1.023445619e-05
819 -0.81683 0.02335 3.031590366e-07
820 -0.96133 0.01848 1.530769385e-07
821 -0.91109 0.04490 4.386680521e-07
822 -0.94304 0.03147 4.091066679e-05
823 -0.88529 0.03177 1.195652920e-07
824 -0.68390 0.01913 1.314824608e-09
825 -0.91528 0.01086 3.631018464e-06
826 -0.84307 0.01711 4.588933519e-07
827 -0.80458 0.02000 2.430644465e-06
828 -0.83058 0.02258 9.186581286e-06
829 -0.72315 0.01804 4.027071489e-08
830 -0.87970 0.02146 5.872842845e-06
831 -0.75845 0.04523 4.467990770e-07
832 -0.85607 0.02440 4.112950378e-07
833 -0.99857 0.02896 3.044063766e-08
834 -0.85067 0.01373 3.057726408e-07
835 -0.76368 0.02014 7.995992593e-09
836 -0.81031 0.01666 2.301378873e-07
837 -0.95344 0.01670 1.684868678e-08
838 -0.84776 0.02519 2.518427558e-06
839 -0.73915 0.02491 9.778271492e-08
840 -0.82117 0.01829 2.942779544e-07
841 -0.79502 0.04519 9.624773429e-07
842 -0.85763 0.01774 8.297764135e-08
843 -0.86961 0.02391 3.227996140e-04
844 -0.90376 0.02127 1.041738843e-08
845 -0.74926 0.01335 1.795817580e-09
846 -0.82517 0.03520 1.321386699e-05
847 -0.92263 0.01046 3.807037087e-08
848 -0.72865 0.02506 2.597863447e-08
849 -0.83209 0.01205 5.803212939e-08
850 -0.92380 0.01085 5.559772198e-08
851 -0.77407 0.02750 2.283894280e-07
852 -0.80027 0.02149 1.746928024e-07
853 -0.84871 0.01335 2.489093935e-09
854 -0.79720 0.02366 5.488443195e-07
855 -0.84725 0.01945 9.673086053e-06
856 -0.83364 0.01257 6.382608671e-08
857 -0.93429 0.02834 1.850381813e-07
858 -0.90391 0.02800 1.084614669e-07
859 -0.84939 0.01782 5.701910234e-07
860 -0.97082 0.02343 9.447315900e-07
861 -0.73561 0.00917 3.345589932e-08
862 -0.89862 0.02773 1.507758533e-04
863 -0.88765 0.01701 6.902507021e-07
864 -0.79473 0.01987 5.014913902e-08
865 -0.96329 0.03038 1.825682319e-06
866 -0.82636 0.02356 5.299167465e-07
867 -0.89767 0.02590 8.835898189e-05
868 -0.76047 0.01935 2.993965885e-07
869 -0.81296 0.02474 1.118191807e-07
870 -0.91749 0.01521 2.715095035e-08
871 -0.79647 0.01186 1.954125800e-09
872 -0.97925 0.01614 5.176838546e-07
873 -0.91229 0.01751 6.026890106e-08
874 -0.86260 0.03283 1.047860187e-06
875 -0.93178 0.01821 3.843329215e-05
876 -0.91595 0.01422 1.585808067e-07
877 -0.81951 0.00851 5.859023223e-10
878 -0.83418 0.02431 6.011633735e-09
879 -0.92456 0.01643 7.752404526e-07
880 -0.81097 0.01687 1.563483915e-09
881 -0.98473 0.03634 1.117847103e-04
882 -0.83256 0.02869 1.588736576e-04
883 -0.86861 0.01463 1.926220745e-08
884 -0.81154 0.02310 1.018544060e-07
885 -0.92824 0.02852 2.250580962e-05
886 -0.75398 0.02753 4.542252410e-06
887 -0.80385 0.02168 1.589194678e-06
888 -0.87655 0.01384 2.248551481e-05
889 -0.79706 0.02202 1.736600084e-07
890 -0.77998 0.03805 1.103149304e-06
891 -0.91304 0.02396 9.419300943e-08
892 -0.81798 0.01839 4.365193504e-07
893 -0.97726 0.05083 1.246974592e-05
894 -0.93021 0.01716 2.573556829e-07
895 -0.95842 0.01672 1.450461764e-10
896 -0.96087 0.03313 3.708471871e-06
897 -0.83838 0.02035 1.759061136e-07
898 -0.98323 0.01359 1.342834442e-06
899 -0.85564 0.03240 2.200256868e-06
900 -0.81677 0.01225 5.374978451e-08
901 -0.81879 0.01508 1.314479059e-07
902 -0.97121 0.01850 3.700137268e-08
903 -0.80245 0.01339 4.516956115e-09
904 -0.91009 0.02122 1.074557429e-07
905 -0.82214 0.02001 1.898228285e-07
906 -0.81740 0.02463 1.415323267e-06
907 -0.76047 0.02129 6.542834270e-08
908 -0.87692 0.02402 3.974942359e-06
909 -0.82264 0.03936 2.579415473e-07
910 -0.90109 0.02890 8.740042065e-07
911 -0.92850 0.01723 1.844064418e-04
912 -0.92921 0.00968 1.898806099e-07
913 -0.83504 0.02759 1.023274532e-07
914 -0.86040 0.01226 8.271558369e-08
915 -0.79108 0.00578 2.853108245e-07
916 -0.81809 0.03048 1.210807682e-09
917 -0.94538 0.01900 9.007212714e-06
918 -0.80260 0.02215 2.213549750e-05
919 -0.78002 0.01483 1.240236688e-07
920 -0.82045 0.04123 5.018858138e-06
921 -0.78507 0.02147 1.136803665e-09
922 -0.82720 0.02956 5.886275172e-07
923 -0.80450 0.01498 1.012744127e-07
924 -0.98385 0.02603 2.048798184e-06
925 -0.90464 0.02369 1.764441450e-07
926 -0.93724 0.01296 3.078820446e-06
927 -0.85658 0.01861 2.213553709e-06
928 -0.86969 0.03205 4.021401111e-08
929 -0.79654 0.02417 2.685429951e-09
930 -1.02999 0.01583 2.518648714e-05
931 -0.86068 0.01027 2.152289582e-07
932 -0.86799 0.01602 3.289722380e-06
933 -0.87465 0.01987 1.077489155e-04
934 -0.85094 0.01807 1.687932256e-08
935 -0.80134 0.01840 5.496419392e-10
936 -0.90614 0.02967 4.419183436e-08
937 -1.01734 0.01270 6.066558336e-08
938 -0.83077 0.03137 5.827585831e-05
939 -0.93670 0.02100 1.475719580e-06
940 -0.71646 0.01561 1.880624499e-08
941 -0.79015 0.02692 3.529964614e-07
942 -0.91924 0.01792 2.208484882e-06
943 -0.89281 0.01922 1.958492151e-06
944 -0.78453 0.03738 1.650410623e-09
945 -1.05221 0.01477 1.171516822e-04
946 -0.92920 0.02127 1.769042035e-07
947 -0.84869 0.02707 6.542220609e-08
948 -0.83330 0.01835 6.053566966e-06
949 -0.81007 0.03021 9.843158177e-08
950 -0.95412 0.01691 4.306875862e-08
951 -0.96853 0.02061 8.614681605e-07
952 -0.89038 0.03012 1.349668408e-07
953 -0.87383 0.02773 3.335544987e-06
954 -0.82276 0.01836 9.194045209e-07
955 -0.83708 0.03611 1.539572952e-06
956 -0.77220 0.02108 1.533744306e-07
957 -0.87666 0.02104 2.092831440e-08
958 -0.98774 0.01331 4.015345330e-06
959 -0.83262 0.01652 8.666052971e-07
960 -0.99187 0.02451 2.773899737e-08
961 -0.85700 0.02095 4.846187315e-07
962 -0.82362 0.01958 1.176425333e-06
963 -0.82273 0.01390 4.622660216e-08
964 -0.84685 0.02140 3.776998282e-09
965 -0.74472 0.02420 6.387502131e-07
966 -0.84777 0.00901 2.397401895e-07
967 -0.93440 0.02558 2.210806595e-07
968 -0.91443 0.01867 3.708100377e-06
969 -0.61969 0.01760 3.281468804e-10
970 -0.82395 0.01833 3.311421954e-07
971 -0.80340 0.03177 7.863505608e-07
972 -0.92427 0.02108 3.307899953e-08
973 -0.89627 0.01154 3.446619641e-08
974 -0.86378 0.04325 1.197061347e-07
975 -0.86779 0.02088 2.401844429e-07
976 -0.85158 0.02557 8.453757495e-08
977 -0.79589 0.01619 2.009517859e-07
978 -0.82954 0.01046 7.158550835e-10
979 -0.83841 0.02587 1.462650040e-07
980 -0.89542 0.00559 2.851497023e-08
981 -0.82062 0.01320 2.686791616e-08
982 -0.89149 0.01118 1.737927872e-09
983 -0.80547 0.01133 2.442557667e-07
984 -0.89874 0.02139 8.940799072e-06
985 -0.82573 0.03325 5.554478857e-10
986 -0.98553 0.02724 7.352143365e-06
987 -1.00616 0.01373 4.299668806e-06
988 -0.88306 0.01516 1.063086250e-04
989 -0.73186 0.01146 6.887724608e-08
990 -0.96220 0.02593 8.044508950e-07
991 -0.85899 0.01990 1.887868701e-08
992 -0.83504 0.03682 4.592098490e-08
993 -0.83870 0.01356 3.931959625e-06
994 -0.91386 0.02382 7.068902392e-07
995 -0.82460 0.01844 8.141108607e-09
996 -0.70877 0.00755 5.031539352e-10
997 -0.83039 0.02035 6.251647626e-06
998 -0.80130 0.01196 2.822060238e-10
999 -0.82340 0.01658 1.492754384e-08
